episode,reward
18500,5.493
18600,3.9485
18700,4.677
18800,6.7265
18900,5.685
19000,4.322
19100,3.957
19200,4.16
19300,4.586
19400,8.2205
19500,5.59
19600,4.922
19700,5.731
19800,6.0335
19900,5.673
20000,4.4825
20100,2.0085
20200,8.5775
20300,6.527
20400,5.7255
20500,3.643
20600,3.4035
20700,7.419
20800,7.794
20900,7.8875
21000,5.8335
21100,4.509
21200,6.768
21300,6.523
21400,5.0275
21500,6.3225
21600,5.5475
21700,5.9535
21800,5.72
21900,5.996
22000,4.306
22100,5.457
22200,3.3535
22300,7.3015
22400,4.9205
22500,6.5895
22600,5.5225
22700,6.0475
22800,4.387
22900,6.739
23000,4.071
23100,6.918
23200,6.517
23300,6.045
23400,6.894
23500,6.803
23600,6.534
23700,7.242
23800,7.0805
23900,7.2835
24000,6.6715
24100,7.3135
24200,4.314
24300,5.3395
24400,7.4965
24500,6.921
24600,4.389
24700,3.969
24800,4.458
24900,4.792
25000,6.705
25100,4.653
25200,7.4625
25300,3.9145
25400,6.996
25500,6.762
25600,5.9745
25700,5.8685
25800,5.995
25900,7.4225
26000,6.3965
26100,9.4875
26200,6.462
26300,5.5625
26400,7.027
26500,4.089
26600,6.4895
26700,8.2715
26800,4.367
26900,4.4595
27000,5.907
27100,3.936
27200,9.068
27300,4.095
27400,5.254
27500,7.6165
27600,5.394
27700,4.93
27800,6.8325
27900,6.7385
28000,5.844
28100,5.573
28200,5.696
28300,5.7205
28400,4.659
28500,5.6025
28600,6.9355
28700,4.3675
28800,4.2655
28900,4.648
29000,4.692
29100,5.8565
29200,6.3215
29300,7.9735
29400,6.888
29500,6.1275
29600,5.0635
29700,4.623
29800,5.0065
29900,6.0415
30000,7.271
30100,6.6385
30200,5.934
30300,8.0925
30400,3.8655
30500,8.2
30600,8.327
30700,7.568
30800,4.006
30900,4.7115
31000,7.205
31100,6.775
31200,3.6795
31300,7.336
31400,3.51
31500,3.959
31600,4.4685
31700,4.454
31800,3.703
31900,5.969
32000,3.601
32100,5.5385
32200,4.551
32300,7.277
32400,5.0455
32500,2.159
32600,6.0085
32700,8.389
32800,7.7555
32900,3.2405
33000,3.9895
33100,6.72
33200,4.0745
33300,5.647
33400,3.4295
33500,6.1255
33600,2.91
33700,3.121
33800,5.541
33900,4.965
34000,4.191
34100,8.4185
34200,5.351
34300,8.4035
34400,5.226
34500,7.089
34600,5.216
34700,5.3725
34800,5.384
34900,4.6875
35000,6.311
35100,3.9825
35200,6.633
35300,6.5495
35400,8.1935
35500,6.8185
35600,5.012
35700,5.3235
35800,3.516
35900,4.65
36000,6.152
36100,4.7005
36200,4.94
36300,4.148
36400,9.2725
36500,4.4525
36600,6.3085
36700,6.2655
36800,5.59
36900,5.209
37000,7.403
37100,3.628
37200,4.797
37300,8.734
37400,7.031
37500,5.721
37600,7.3785
37700,5.4265
37800,4.512
37900,4.0655
38000,7.146
38100,5.1315
38200,5.382
38300,2.5765
38400,5.8985
38500,3.1765
38600,6.403
38700,6.884
38800,6.615
38900,5.9695
39000,3.606
39100,6.917
39200,6.2895
39300,3.1085
39400,4.8325
39500,4.77
39600,5.534
39700,6.411
39800,4.3965
39900,4.241
40000,6.718
40100,4.3455
40200,4.5485
40300,5.4775
40400,6.4615
40500,7.5725
40600,7.0095
40700,4.3105
40800,9.415
40900,5.6785
41000,8.682
41100,7.0185
41200,4.159
41300,4.521
41400,7.071
41500,8.075
41600,5.819
41700,6.671
41800,6.066
41900,5.299
42000,8.7745
42100,5.581
42200,3.5915
42300,6.019
42400,5.9095
42500,6.937
42600,7.016
42700,4.8005
42800,7.6265
42900,7.553
43000,4.962
43100,7.03
43200,6.8605
43300,4.6455
43400,6.24
43500,4.867
43600,6.0555
43700,6.947
43800,6.225
43900,5.4345
44000,2.4575
44100,8.101
44200,3.315
44300,4.581
44400,6.21
44500,7.2715
44600,6.0245
44700,5.965
44800,7.3495
44900,5.313
45000,3.257
45100,6.2265
45200,5.623
45300,4.363
45400,6.0845
45500,4.361
45600,5.913
45700,4.1745
45800,5.0605
45900,7.313
46000,6.029
46100,7.147
46200,6.7585
46300,5.7875
46400,6.5835
46500,7.1055
46600,3.836
46700,4.3575
46800,4.0505
46900,3.4095
47000,4.3605
47100,4.5395
47200,6.1205
47300,6.3795
47400,6.723
47500,4.269
47600,6.704
47700,4.639
47800,5.1815
47900,3.908
48000,6.5955
48100,4.934
48200,2.7415
48300,6.0865
48400,2.7925
48500,6.7195
48600,6.1625
48700,6.7195
48800,3.1505
48900,5.0125
49000,6.3585
49100,4.284
49200,6.4325
49300,5.8875
49400,4.962
49500,5.474
49600,5.761
49700,6.451
49800,4.864
49900,2.6255
